"Name","Graduation Rate"
"Hunts Point, Port Morris",Within 6 years,2016,Percent,0.61901,SD8
"East Tremont, Morris Heights",Within 6 years,2016,Percent,0.71304,SD9
Bronx,Within 4 years,2017,Percent,0.62913,36005
Brooklyn,Within 4 years,2017,Percent,0.70681,36047
Manhattan,Within 4 years,2017,Percent,0.71963,36061
Queens,Within 4 years,2017,Percent,0.74847,36081
Staten Island,Within 4 years,2017,Percent,0.78752,36085
New York City,Within 4 years,2017,Percent,0.71108,3651000
Lower East Side,Within 4 years,2017,Percent,0.58773,SD1
"Riverdale, Kingsbridge, Fordham",Within 4 years,2017,Percent,0.70581,SD10
"Eastchester, Baychester, Co-op City",Within 4 years,2017,Percent,0.67537,SD11
"Crotona Park, Morrisania, Melrose",Within 4 years,2017,Percent,0.5399,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 4 years,2017,Percent,0.82677,SD13
"Williamsburg, Greenpoint",Within 4 years,2017,Percent,0.75793,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 4 years,2017,Percent,0.65959,SD15
Bedford Stuyvesant,Within 4 years,2017,Percent,0.50787,SD16
Crown Heights,Within 4 years,2017,Percent,0.70313,SD17
"East Flatbush, Canarsie",Within 4 years,2017,Percent,0.61794,SD18
East New York,Within 4 years,2017,Percent,0.6112,SD19
"Stuyvesant Town, Upper E. Side",Within 4 years,2017,Percent,0.73195,SD2
"Bay Ridge, Bensonhurst",Within 4 years,2017,Percent,0.7065,SD20
"Gravesend, Coney Island",Within 4 years,2017,Percent,0.70311,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 4 years,2017,Percent,0.80525,SD22
"Brownsville, Ocean Hill",Within 4 years,2017,Percent,0.40266,SD23
"Sunnyside, Woodside, Jackson Hts",Within 4 years,2017,Percent,0.72008,SD24
"Flushing, Whitestone",Within 4 years,2017,Percent,0.6659,SD25
"Bayside, Douglaston, Little Neck",Within 4 years,2017,Percent,0.85565,SD26
"Jamaica, Howard Beach, Rockaways",Within 4 years,2017,Percent,0.67968,SD27
"Jamaica, Forest Hills",Within 4 years,2017,Percent,0.78705,SD28
"Queens Village, Rosedale, Hollis",Within 4 years,2017,Percent,0.69004,SD29
Upper West Side,Within 4 years,2017,Percent,0.76267,SD3
"Long Island City, Astoria",Within 4 years,2017,Percent,0.77177,SD30
Staten Island,Within 4 years,2017,Percent,0.78752,SD31
Bushwick,Within 4 years,2017,Percent,0.64286,SD32
East Harlem,Within 4 years,2017,Percent,0.84275,SD4
Central Harlem,Within 4 years,2017,Percent,0.657,SD5
Washington Heights,Within 4 years,2017,Percent,0.62047,SD6
Mott Haven,Within 4 years,2017,Percent,0.5654,SD7
"Hunts Point, Port Morris",Within 4 years,2017,Percent,0.52303,SD8
"East Tremont, Morris Heights",Within 4 years,2017,Percent,0.66076,SD9
Bronx,Within 6 years,2017,Percent,0.69791,36005
Brooklyn,Within 6 years,2017,Percent,0.78895,36047
Manhattan,Within 6 years,2017,Percent,0.79427,36061
Queens,Within 6 years,2017,Percent,0.79809,36081
Staten Island,Within 6 years,2017,Percent,0.82706,36085
New York City,Within 6 years,2017,Percent,0.77731,3651000
Lower East Side,Within 6 years,2017,Percent,0.68542,SD1
"Riverdale, Kingsbridge, Fordham",Within 6 years,2017,Percent,0.74189,SD10
"Eastchester, Baychester, Co-op City",Within 6 years,2017,Percent,0.73501,SD11
"Crotona Park, Morrisania, Melrose",Within 6 years,2017,Percent,0.66128,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 6 years,2017,Percent,0.87513,SD13
"Williamsburg, Greenpoint",Within 6 years,2017,Percent,0.7856,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 6 years,2017,Percent,0.73518,SD15
Bedford Stuyvesant,Within 6 years,2017,Percent,0.5959,SD16
Crown Heights,Within 6 years,2017,Percent,0.80285,SD17
"East Flatbush, Canarsie",Within 6 years,2017,Percent,0.75212,SD18
East New York,Within 6 years,2017,Percent,0.71863,SD19
"Stuyvesant Town, Upper E. Side",Within 6 years,2017,Percent,0.80887,SD2
"Bay Ridge, Bensonhurst",Within 6 years,2017,Percent,0.7989,SD20
"Gravesend, Coney Island",Within 6 years,2017,Percent,0.81219,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 6 years,2017,Percent,0.85612,SD22
"Brownsville, Ocean Hill",Within 6 years,2017,Percent,0.61224,SD23
"Sunnyside, Woodside, Jackson Hts",Within 6 years,2017,Percent,0.74362,SD24
"Flushing, Whitestone",Within 6 years,2017,Percent,0.75775,SD25
"Bayside, Douglaston, Little Neck",Within 6 years,2017,Percent,0.89314,SD26
"Jamaica, Howard Beach, Rockaways",Within 6 years,2017,Percent,0.70704,SD27
"Jamaica, Forest Hills",Within 6 years,2017,Percent,0.8667,SD28
"Queens Village, Rosedale, Hollis",Within 6 years,2017,Percent,0.77691,SD29
Upper West Side,Within 6 years,2017,Percent,0.82093,SD3
"Long Island City, Astoria",Within 6 years,2017,Percent,0.80572,SD30
Staten Island,Within 6 years,2017,Percent,0.82706,SD31
Bushwick,Within 6 years,2017,Percent,0.6411,SD32
East Harlem,Within 6 years,2017,Percent,0.84906,SD4
Central Harlem,Within 6 years,2017,Percent,0.73193,SD5
Washington Heights,Within 6 years,2017,Percent,0.75248,SD6
Mott Haven,Within 6 years,2017,Percent,0.65886,SD7
"Hunts Point, Port Morris",Within 6 years,2017,Percent,0.59295,SD8
"East Tremont, Morris Heights",Within 6 years,2017,Percent,0.73436,SD9
Battery Park/Tribeca,Within 4 years,2018,Percent,0.89,101
Greenwich Village,Within 4 years,2018,Percent,0.64,102
Lower East Side,Within 4 years,2018,Percent,0.72,103
Chelsea/Clinton,Within 4 years,2018,Percent,0.77,104
Midtown Business District,Within 4 years,2018,Percent,0.75,105
Murray Hill/Stuyvesant,Within 4 years,2018,Percent,0.73,106
Upper West Side,Within 4 years,2018,Percent,0.73,107
Upper East Side,Within 4 years,2018,Percent,0.81,108
Manhattanville,Within 4 years,2018,Percent,0.82,109
Central Harlem,Within 4 years,2018,Percent,0.74,110
East Harlem,Within 4 years,2018,Percent,0.82,111
Washington Heights,Within 4 years,2018,Percent,0.7,112
Mott Haven,Within 4 years,2018,Percent,0.6,201
Hunts Point,Within 4 years,2018,Percent,0.35,202
Morrisania,Within 4 years,2018,Percent,0.65,203
Concourse/Highbridge,Within 4 years,2018,Percent,0.67,204
University Heights,Within 4 years,2018,Percent,0.82,205
East Tremont,Within 4 years,2018,Percent,0.69,206
Bedford Park,Within 4 years,2018,Percent,0.81,207
Riverdale,Within 4 years,2018,Percent,0.72,208
Unionport/Soundview,Within 4 years,2018,Percent,0.57,209
Throgs Neck,Within 4 years,2018,Percent,0.72,210
Pelham Parkway,Within 4 years,2018,Percent,0.78,211
Williamsbridge,Within 4 years,2018,Percent,0.65,212
Williamsburg/Greenpoint,Within 4 years,2018,Percent,0.81,301
Fort Greene/Brooklyn Hts,Within 4 years,2018,Percent,0.87,302
Bedford Stuyvesant,Within 4 years,2018,Percent,0.56,303
Bushwick,Within 4 years,2018,Percent,0.67,304
East New York,Within 4 years,2018,Percent,0.71,305
Park Slope,Within 4 years,2018,Percent,0.75,306
Sunset Park,Within 4 years,2018,Percent,0.86,307
Crown Heights North,Within 4 years,2018,Percent,0.72,308
Crown Heights South,Within 4 years,2018,Percent,0.8,309
Bay Ridge,Within 4 years,2018,Percent,0.78,310
Bensonhurst,Within 4 years,2018,Percent,0.76,311
Borough Park,Within 4 years,2018,Percent,0.59,312
Coney Island,Within 4 years,2018,Percent,0.74,313
Flatbush/Midwood,Within 4 years,2018,Percent,0.83,314
Sheepshead Bay,Within 4 years,2018,Percent,0.78,315
Brownsville,Within 4 years,2018,Percent,0.49,316
East Flatbush,Within 4 years,2018,Percent,0.67,317
Canarsie,Within 4 years,2018,Percent,0.58,318
Astoria,Within 4 years,2018,Percent,0.79,401
Sunnyside/Woodside,Within 4 years,2018,Percent,0.86,402
Elmhurst/Corona,Within 4 years,2018,Percent,0.71,404
Ridgewood/Glendale,Within 4 years,2018,Percent,0.74,405
Rego Park/Forest Hills,Within 4 years,2018,Percent,0.88,406
Flushing,Within 4 years,2018,Percent,0.6,407
Fresh Meadows/Briarwood,Within 4 years,2018,Percent,0.78,408
Woodhaven,Within 4 years,2018,Percent,0.77,409
Howard Beach,Within 4 years,2018,Percent,0.74,410
Bayside,Within 4 years,2018,Percent,0.87,411
Jamaica/St. Albans,Within 4 years,2018,Percent,0.68,412
Queens Village,Within 4 years,2018,Percent,0.81,413
The Rockaways,Within 4 years,2018,Percent,0.78,414
St. George,Within 4 years,2018,Percent,0.67,501
South Beach,Within 4 years,2018,Percent,0.88,502
Tottenville,Within 4 years,2018,Percent,0.89,503
Bronx,Within 4 years,2018,Percent,0.63537,36005
Brooklyn,Within 4 years,2018,Percent,0.7296,36047
Manhattan,Within 4 years,2018,Percent,0.73739,36061
Queens,Within 4 years,2018,Percent,0.76374,36081
Staten Island,Within 4 years,2018,Percent,0.78992,36085
New York City,Within 4 years,2018,Percent,0.72665,3651000
Lower East Side,Within 4 years,2018,Percent,0.64159,SD1
"Riverdale, Kingsbridge, Fordham",Within 4 years,2018,Percent,0.72795,SD10
"Eastchester, Baychester, Co-op City",Within 4 years,2018,Percent,0.68446,SD11
"Crotona Park, Morrisania, Melrose",Within 4 years,2018,Percent,0.5304,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 4 years,2018,Percent,0.82106,SD13
"Williamsburg, Greenpoint",Within 4 years,2018,Percent,0.79617,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 4 years,2018,Percent,0.67032,SD15
Bedford Stuyvesant,Within 4 years,2018,Percent,0.59961,SD16
Crown Heights,Within 4 years,2018,Percent,0.74487,SD17
"East Flatbush, Canarsie",Within 4 years,2018,Percent,0.59226,SD18
East New York,Within 4 years,2018,Percent,0.6804,SD19
"Stuyvesant Town, Upper E. Side",Within 4 years,2018,Percent,0.75422,SD2
"Bay Ridge, Bensonhurst",Within 4 years,2018,Percent,0.72361,SD20
"Gravesend, Coney Island",Within 4 years,2018,Percent,0.74328,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 4 years,2018,Percent,0.80567,SD22
"Brownsville, Ocean Hill",Within 4 years,2018,Percent,0.47115,SD23
"Sunnyside, Woodside, Jackson Hts",Within 4 years,2018,Percent,0.74436,SD24
"Flushing, Whitestone",Within 4 years,2018,Percent,0.68486,SD25
"Bayside, Douglaston, Little Neck",Within 4 years,2018,Percent,0.85722,SD26
"Jamaica, Howard Beach, Rockaways",Within 4 years,2018,Percent,0.70462,SD27
"Jamaica, Forest Hills",Within 4 years,2018,Percent,0.80051,SD28
"Queens Village, Rosedale, Hollis",Within 4 years,2018,Percent,0.71213,SD29
Upper West Side,Within 4 years,2018,Percent,0.75167,SD3
"Long Island City, Astoria",Within 4 years,2018,Percent,0.77161,SD30
Staten Island,Within 4 years,2018,Percent,0.78992,SD31
Bushwick,Within 4 years,2018,Percent,0.64117,SD32
East Harlem,Within 4 years,2018,Percent,0.82881,SD4
Central Harlem,Within 4 years,2018,Percent,0.63386,SD5
Washington Heights,Within 4 years,2018,Percent,0.67308,SD6
Mott Haven,Within 4 years,2018,Percent,0.57738,SD7
"Hunts Point, Port Morris",Within 4 years,2018,Percent,0.53442,SD8
"East Tremont, Morris Heights",Within 4 years,2018,Percent,0.64296,SD9
Bronx,Within 6 years,2018,Percent,0.72404,36005
Brooklyn,Within 6 years,2018,Percent,0.79979,36047
Manhattan,Within 6 years,2018,Percent,0.81061,36061
Queens,Within 6 years,2018,Percent,0.81851,36081
Staten Island,Within 6 years,2018,Percent,0.84229,36085
New York City,Within 6 years,2018,Percent,0.79545,3651000
Lower East Side,Within 6 years,2018,Percent,0.71691,SD1
"Riverdale, Kingsbridge, Fordham",Within 6 years,2018,Percent,0.77541,SD10
"Eastchester, Baychester, Co-op City",Within 6 years,2018,Percent,0.75357,SD11
"Crotona Park, Morrisania, Melrose",Within 6 years,2018,Percent,0.66932,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 6 years,2018,Percent,0.89255,SD13
"Williamsburg, Greenpoint",Within 6 years,2018,Percent,0.80434,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 6 years,2018,Percent,0.76866,SD15
Bedford Stuyvesant,Within 6 years,2018,Percent,0.63168,SD16
Crown Heights,Within 6 years,2018,Percent,0.78339,SD17
"East Flatbush, Canarsie",Within 6 years,2018,Percent,0.73344,SD18
East New York,Within 6 years,2018,Percent,0.74432,SD19
"Stuyvesant Town, Upper E. Side",Within 6 years,2018,Percent,0.82974,SD2
"Bay Ridge, Bensonhurst",Within 6 years,2018,Percent,0.79264,SD20
"Gravesend, Coney Island",Within 6 years,2018,Percent,0.81229,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 6 years,2018,Percent,0.87145,SD22
"Brownsville, Ocean Hill",Within 6 years,2018,Percent,0.62709,SD23
"Sunnyside, Woodside, Jackson Hts",Within 6 years,2018,Percent,0.77787,SD24
"Flushing, Whitestone",Within 6 years,2018,Percent,0.76153,SD25
"Bayside, Douglaston, Little Neck",Within 6 years,2018,Percent,0.90867,SD26
"Jamaica, Howard Beach, Rockaways",Within 6 years,2018,Percent,0.74396,SD27
"Jamaica, Forest Hills",Within 6 years,2018,Percent,0.87658,SD28
"Queens Village, Rosedale, Hollis",Within 6 years,2018,Percent,0.79376,SD29
Upper West Side,Within 6 years,2018,Percent,0.82376,SD3
"Long Island City, Astoria",Within 6 years,2018,Percent,0.81069,SD30
Staten Island,Within 6 years,2018,Percent,0.84229,SD31
Bushwick,Within 6 years,2018,Percent,0.72331,SD32
East Harlem,Within 6 years,2018,Percent,0.84946,SD4
Central Harlem,Within 6 years,2018,Percent,0.73824,SD5
Washington Heights,Within 6 years,2018,Percent,0.76054,SD6
Mott Haven,Within 6 years,2018,Percent,0.68529,SD7
"Hunts Point, Port Morris",Within 6 years,2018,Percent,0.64226,SD8
"East Tremont, Morris Heights",Within 6 years,2018,Percent,0.74369,SD9
New York City,Within 4 years,2019,Percent,0.73867,3651000
Bronx,Within 4 years,2019,Percent,0.66252,36005
Brooklyn,Within 4 years,2019,Percent,0.73059,36047
Manhattan,Within 4 years,2019,Percent,0.75318,36061
Queens,Within 4 years,2019,Percent,0.77315,36081
Staten Island,Within 4 years,2019,Percent,0.81055,36085
Lower East Side,Within 4 years,2019,Percent,0.67097,SD1
"Stuyvesant Town, Upper E. Side",Within 4 years,2019,Percent,0.764,SD2
Upper West Side,Within 4 years,2019,Percent,0.78113,SD3
East Harlem,Within 4 years,2019,Percent,0.8531,SD4
Central Harlem,Within 4 years,2019,Percent,0.65705,SD5
Washington Heights,Within 4 years,2019,Percent,0.69265,SD6
Mott Haven,Within 4 years,2019,Percent,0.62396,SD7
"Hunts Point, Port Morris",Within 4 years,2019,Percent,0.56444,SD8
"East Tremont, Morris Heights",Within 4 years,2019,Percent,0.66286,SD9
"Riverdale, Kingsbridge, Fordham",Within 4 years,2019,Percent,0.74893,SD10
"Eastchester, Baychester, Co-op City",Within 4 years,2019,Percent,0.69293,SD11
"Crotona Park, Morrisania, Melrose",Within 4 years,2019,Percent,0.56977,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 4 years,2019,Percent,0.84647,SD13
"Williamsburg, Greenpoint",Within 4 years,2019,Percent,0.78738,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 4 years,2019,Percent,0.67492,SD15
Bedford Stuyvesant,Within 4 years,2019,Percent,0.53878,SD16
Crown Heights,Within 4 years,2019,Percent,0.72541,SD17
"East Flatbush, Canarsie",Within 4 years,2019,Percent,0.5877,SD18
East New York,Within 4 years,2019,Percent,0.73445,SD19
"Bay Ridge, Bensonhurst",Within 4 years,2019,Percent,0.71778,SD20
"Gravesend, Coney Island",Within 4 years,2019,Percent,0.73505,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 4 years,2019,Percent,0.81618,SD22
"Brownsville, Ocean Hill",Within 4 years,2019,Percent,0.40257,SD23
"Sunnyside, Woodside, Jackson Hts",Within 4 years,2019,Percent,0.75744,SD24
"Flushing, Whitestone",Within 4 years,2019,Percent,0.70952,SD25
"Bayside, Douglaston, Little Neck",Within 4 years,2019,Percent,0.86586,SD26
"Jamaica, Howard Beach, Rockaways",Within 4 years,2019,Percent,0.70593,SD27
"Jamaica, Forest Hills",Within 4 years,2019,Percent,0.8097,SD28
"Queens Village, Rosedale, Hollis",Within 4 years,2019,Percent,0.74564,SD29
"Long Island City, Astoria",Within 4 years,2019,Percent,0.76359,SD30
Staten Island,Within 4 years,2019,Percent,0.81055,SD31
Bushwick,Within 4 years,2019,Percent,0.64734,SD32
Bronx,Within 6 years,2019,Percent,0.73833,36005
Brooklyn,Within 6 years,2019,Percent,0.81825,36047
Manhattan,Within 6 years,2019,Percent,0.81035,36061
Queens,Within 6 years,2019,Percent,0.82373,36081
Staten Island,Within 6 years,2019,Percent,0.84699,36085
New York City,Within 6 years,2019,Percent,0.80496,3651000
Lower East Side,Within 6 years,2019,Percent,0.68669,SD1
"Riverdale, Kingsbridge, Fordham",Within 6 years,2019,Percent,0.78683,SD10
"Eastchester, Baychester, Co-op City",Within 6 years,2019,Percent,0.75979,SD11
"Crotona Park, Morrisania, Melrose",Within 6 years,2019,Percent,0.67615,SD12
"Brooklyn Hts, Downtown Brooklyn",Within 6 years,2019,Percent,0.89605,SD13
"Williamsburg, Greenpoint",Within 6 years,2019,Percent,0.84984,SD14
"S. Brooklyn, Park Slope, Sunset Park",Within 6 years,2019,Percent,0.78454,SD15
Bedford Stuyvesant,Within 6 years,2019,Percent,0.70408,SD16
Crown Heights,Within 6 years,2019,Percent,0.82375,SD17
"East Flatbush, Canarsie",Within 6 years,2019,Percent,0.77806,SD18
East New York,Within 6 years,2019,Percent,0.72993,SD19
"Stuyvesant Town, Upper E. Side",Within 6 years,2019,Percent,0.82474,SD2
"Bay Ridge, Bensonhurst",Within 6 years,2019,Percent,0.81539,SD20
"Gravesend, Coney Island",Within 6 years,2019,Percent,0.82257,SD21
"Flatbush, Midwood, Sheepshead Bay",Within 6 years,2019,Percent,0.88392,SD22
"Brownsville, Ocean Hill",Within 6 years,2019,Percent,0.6352,SD23
"Sunnyside, Woodside, Jackson Hts",Within 6 years,2019,Percent,0.75034,SD24
"Flushing, Whitestone",Within 6 years,2019,Percent,0.77552,SD25
"Bayside, Douglaston, Little Neck",Within 6 years,2019,Percent,0.92412,SD26
"Jamaica, Howard Beach, Rockaways",Within 6 years,2019,Percent,0.76603,SD27
"Jamaica, Forest Hills",Within 6 years,2019,Percent,0.8696,SD28
"Queens Village, Rosedale, Hollis",Within 6 years,2019,Percent,0.81202,SD29
Upper West Side,Within 6 years,2019,Percent,0.82585,SD3
"Long Island City, Astoria",Within 6 years,2019,Percent,0.84567,SD30
Staten Island,Within 6 years,2019,Percent,0.84699,SD31
Bushwick,Within 6 years,2019,Percent,0.73778,SD32
East Harlem,Within 6 years,2019,Percent,0.86912,SD4
Central Harlem,Within 6 years,2019,Percent,0.78803,SD5
Washington Heights,Within 6 years,2019,Percent,0.7577,SD6
Mott Haven,Within 6 years,2019,Percent,0.70782,SD7
"Hunts Point, Port Morris",Within 6 years,2019,Percent,0.66509,SD8
"East Tremont, Morris Heights",Within 6 years,2019,Percent,0.76716,SD9
Battery Park/Tribeca,Within 4 years,2009,Percent,0.75364,101
Greenwich Village,Within 4 years,2009,Percent,0.43219,102
Lower East Side,Within 4 years,2009,Percent,0.6764,103
Chelsea/Clinton,Within 4 years,2009,Percent,0.622,104
Midtown Business District,Within 4 years,2009,Percent,0.49378,105
Murray Hill/Stuyvesant,Within 4 years,2009,Percent,0.57133,106
Upper West Side,Within 4 years,2009,Percent,0.67377,107
Upper East Side,Within 4 years,2009,Percent,0.80244,108
Manhattanville,Within 4 years,2009,Percent,0.90476,109
Central Harlem,Within 4 years,2009,Percent,0.71837,110
East Harlem,Within 4 years,2009,Percent,0.66401,111
Washington Heights,Within 4 years,2009,Percent,0.69187,112
Mott Haven,Within 4 years,2009,Percent,0.51869,201
Hunts Point,Within 4 years,2009,Percent,0.54018,202
Morrisania,Within 4 years,2009,Percent,0.64246,203
Concourse/Highbridge,Within 4 years,2009,Percent,0.69608,204
University Heights,Within 4 years,2009,Percent,0.91549,205
East Tremont,Within 4 years,2009,Percent,0.50397,206
Bedford Park,Within 4 years,2009,Percent,0.70731,207
Riverdale,Within 4 years,2009,Percent,0.58372,208
Unionport/Soundview,Within 4 years,2009,Percent,0.39524,209
Throgs Neck,Within 4 years,2009,Percent,0.53266,210
Pelham Parkway,Within 4 years,2009,Percent,0.51992,211
Williamsbridge,Within 4 years,2009,Percent,0.69406,212
Williamsburg/Greenpoint,Within 4 years,2009,Percent,0.67675,301
Fort Greene/Brooklyn Hts,Within 4 years,2009,Percent,0.76393,302
Bedford Stuyvesant,Within 4 years,2009,Percent,0.47566,303
Bushwick,Within 4 years,2009,Percent,0.50541,304
East New York,Within 4 years,2009,Percent,0.50119,305
Park Slope,Within 4 years,2009,Percent,0.58322,306
Sunset Park,Within 4 years,2009,Percent,0.95161,307
Crown Heights North,Within 4 years,2009,Percent,0.46154,308
Crown Heights South,Within 4 years,2009,Percent,0.66554,309
Bay Ridge,Within 4 years,2009,Percent,0.63946,310
Bensonhurst,Within 4 years,2009,Percent,0.62471,311
Borough Park,Within 4 years,2009,Percent,0.45406,312
Coney Island,Within 4 years,2009,Percent,0.55697,313
Flatbush/Midwood,Within 4 years,2009,Percent,0.74787,314
Sheepshead Bay,Within 4 years,2009,Percent,0.63219,315
Brownsville,Within 4 years,2009,Percent,0.437,316
East Flatbush,Within 4 years,2009,Percent,0.36905,317
Canarsie,Within 4 years,2009,Percent,0.32242,318
Astoria,Within 4 years,2009,Percent,0.59867,401
Sunnyside/Woodside,Within 4 years,2009,Percent,0.66739,402
Jackson Heights,Within 4 years,2009,Percent,0.63629,403
Elmhurst/Corona,Within 4 years,2009,Percent,0.48976,404
Ridgewood/Glendale,Within 4 years,2009,Percent,0.50805,405
Rego Park/Forest Hills,Within 4 years,2009,Percent,0.80127,406
Flushing,Within 4 years,2009,Percent,0.52381,407
Fresh Meadows/Briarwood,Within 4 years,2009,Percent,0.66265,408
Woodhaven,Within 4 years,2009,Percent,0.45377,409
Howard Beach,Within 4 years,2009,Percent,0.46809,410
Bayside,Within 4 years,2009,Percent,0.78094,411
Jamaica/St. Albans,Within 4 years,2009,Percent,0.64686,412
Queens Village,Within 4 years,2009,Percent,0.69164,413
The Rockaways,Within 4 years,2009,Percent,0.51478,414
St. George,Within 4 years,2009,Percent,0.62137,501
South Beach,Within 4 years,2009,Percent,0.7534,502
Tottenville,Within 4 years,2009,Percent,0.82302,503
Battery Park/Tribeca,Within 4 years,2017,Percent,0.84107,101
Greenwich Village,Within 4 years,2017,Percent,0.57331,102
Lower East Side,Within 4 years,2017,Percent,0.67873,103
Chelsea/Clinton,Within 4 years,2017,Percent,0.76549,104
Midtown Business District,Within 4 years,2017,Percent,0.72571,105
Murray Hill/Stuyvesant,Within 4 years,2017,Percent,0.70303,106
Upper West Side,Within 4 years,2017,Percent,0.75677,107
Upper East Side,Within 4 years,2017,Percent,0.77147,108
Manhattanville,Within 4 years,2017,Percent,0.76766,109
Central Harlem,Within 4 years,2017,Percent,0.73558,110
East Harlem,Within 4 years,2017,Percent,0.81121,111
Washington Heights,Within 4 years,2017,Percent,0.62641,112
Mott Haven,Within 4 years,2017,Percent,0.57153,201
Hunts Point,Within 4 years,2017,Percent,0.3602,202
Morrisania,Within 4 years,2017,Percent,0.68375,203
Concourse/Highbridge,Within 4 years,2017,Percent,0.689,204
University Heights,Within 4 years,2017,Percent,0.84932,205
East Tremont,Within 4 years,2017,Percent,0.6607,206
Bedford Park,Within 4 years,2017,Percent,0.76153,207
Riverdale,Within 4 years,2017,Percent,0.72017,208
Unionport/Soundview,Within 4 years,2017,Percent,0.54364,209
Throgs Neck,Within 4 years,2017,Percent,0.69091,210
Pelham Parkway,Within 4 years,2017,Percent,0.77581,211
Williamsbridge,Within 4 years,2017,Percent,0.65389,212
Williamsburg/Greenpoint,Within 4 years,2017,Percent,0.77147,301
Fort Greene/Brooklyn Hts,Within 4 years,2017,Percent,0.86364,302
Bedford Stuyvesant,Within 4 years,2017,Percent,0.51824,303
Bushwick,Within 4 years,2017,Percent,0.66405,304
East New York,Within 4 years,2017,Percent,0.62009,305
Park Slope,Within 4 years,2017,Percent,0.73052,306
Sunset Park,Within 4 years,2017,Percent,0.83981,307
Crown Heights North,Within 4 years,2017,Percent,0.76667,308
Crown Heights South,Within 4 years,2017,Percent,0.74106,309
Bay Ridge,Within 4 years,2017,Percent,0.73932,310
Bensonhurst,Within 4 years,2017,Percent,0.77998,311
Borough Park,Within 4 years,2017,Percent,0.5876,312
Coney Island,Within 4 years,2017,Percent,0.68904,313
Flatbush/Midwood,Within 4 years,2017,Percent,0.80405,314
Sheepshead Bay,Within 4 years,2017,Percent,0.7734,315
Brownsville,Within 4 years,2017,Percent,0.41391,316
East Flatbush,Within 4 years,2017,Percent,0.71014,317
Canarsie,Within 4 years,2017,Percent,0.65296,318
Astoria,Within 4 years,2017,Percent,0.7741,401
Sunnyside/Woodside,Within 4 years,2017,Percent,0.87927,402
Elmhurst/Corona,Within 4 years,2017,Percent,0.6776,404
Ridgewood/Glendale,Within 4 years,2017,Percent,0.73621,405
Rego Park/Forest Hills,Within 4 years,2017,Percent,0.83119,406
Flushing,Within 4 years,2017,Percent,0.57852,407
Fresh Meadows/Briarwood,Within 4 years,2017,Percent,0.76835,408
Woodhaven,Within 4 years,2017,Percent,0.76694,409
Howard Beach,Within 4 years,2017,Percent,0.71605,410
Bayside,Within 4 years,2017,Percent,0.89016,411
Jamaica/St. Albans,Within 4 years,2017,Percent,0.69565,412
Queens Village,Within 4 years,2017,Percent,0.74305,413
The Rockaways,Within 4 years,2017,Percent,0.7622,414
St. George,Within 4 years,2017,Percent,0.66828,501
South Beach,Within 4 years,2017,Percent,0.86102,502
Tottenville,Within 4 years,2017,Percent,0.87172,503
